Name,Background,Skin,Shell,Body,Mouth,Eyes,Head,Token_ID
Terrapin #02572,Lilac,Luna,Base ,Orange Shirt,Grin - Cigar,Cyborg - Angry,Basketball,55136200199185579372647103108919353082
Terrapin #05819,Purple,Tiger Teddy,Armoured ,Naked,Grin - 5pm Shadow,Tweeker ,Angel Halo,283118956450872935558021057118266252913
Terrapin #05311,Mint,Zombie,Base ,Steam Punk Shirt - Red,Bubblegum,Tweeker ,Spiky  - Brown,321198798579855261114437444876513987765
Terrapin #05852,Neon Pink,Common,Base ,Steam Punk Shirt - Blue,Grin,Steam Punk - Angry,Mop  Black,263405359255027252906099236878754022113
Terrapin #05596,Blue Grey,Teddy,Steam Punk ,Kings Robe,Dopey,Steam Punk - Tweeker - Purple,Rainbow Cap,11138265537531910863756298839234625043
Terrapin #08594,Mint,Common,Base ,Hawaiian Shirt - Watermelon,Grin,Bored ,Spiky  - Brown,95845088999487129437771778338187856149
Terrapin #01111,Blue Grey,Lion,Scythe,Leather Jacket - Black and White,Grin,Monocle - Tweeker ,Cheese Head,201359922359907875958402881552907852215
Terrapin #04768,Early Light,Rainbow,Base ,Naked,Vampire,Laser ,Mohawk - Black,225200977150100688306603585952900471776
Terrapin #05671,Burnt Orange,Common,Base ,Naked,Sad,Monocle - Bored ,Rainbow Cap,324928931793012927550542359671018198987
Terrapin #06581,Mint,Tiger Teddy,Dragon Scale - Purple,Naked,Dopey - Vampire,Sunnies - Gold,None,136231689406585876678371707660492846564
Terrapin #06404,Baby Blue,Leopard Unicorn,Knight Sword - Green,Orange Shirt,Dopey - Vampire,Cyborg - Tweeker,Dragon Hat - Green,207860872914746549365417783433308511615
Terrapin #06915,Charcoal Full Moon,Lion,Base ,Hawaiian Shirt - Watermelon,Grin,Cyborg - Closed Eye,Mop  Black,229002162473411004055704580746269185298
Terrapin #02654,Early Light,Lion,Base ,Naked,Sad,Sunnies - Gun Metal,Mohawk - Blue,20059483942671275231627321755699517405
Terrapin #07619,Charcoal - Big Moon,Unicorn,Knight Sword - Red,Suit and Tie,Snarl,Steam Punk - Tweeker,Assassins Cowl - Black,5267154879320350042752930380503850512
Terrapin #05911,Blood Red - Big Moon,Frog,Dragon Wings - Black,Leather Jacket - Black,Sad,Tweeker ,Mohawk - Blue,89770560194527338581298183727641397296
Terrapin #04900,Blue Grey,Tiger Teddy,Steam Punk ,Cloak - Brown,Grin - 5pm Shadow,Closed ,Cap - Luna,273293184613740515948920495418587421819
Terrapin #05951,Blood Red - Big Moon,Geisha,Base ,Naked,Ehh,Tweeker ,Spiky  - Blonde,91869092505824259635904924429208021101
Terrapin #03471,Blue Grey,Luna, Spikes,Cloak - Blue,Moustache,Cyborg - Tweeker,Wizard Hat - Brown,110375358574553512888881633343083239827
Terrapin #08778,Mint,Leopard Lion,Base ,Cloak - Black,Vampire,Tweeker ,Fried Egg,334602513452839317302609131871332398547
Terrapin #05732,Mint,Lion,Dragon Wings - Red,Orange Shirt,Dopey,Closed ,Top Hat - black,120245313755224089673360892920799355654
Terrapin #00156,Blue Grey,Common,Scythe,Cloak - Black,Scowl,Cyborg - Angry,Mohawk - Black,143871594401622339294670811665182737438
Terrapin #07144,Baby Yellow,Lion,Base ,Naked,Snarl - Nose Ring,Cyborg - Tweeker,Pirate Bandana,88425871885210979727163325240637826918
Terrapin #09218,Charcoal Full Moon,Teddy,Angel Wings,Naked,Snarl,Eyepatch - Bored,Girls  - Brown,330582093149623794773631203603149357669
Terrapin #07884,Steel Blue,Common,Steam Punk ,Hawaiian Shirt - Watermelon,Snarl,Sunnies - Gun Metal,Wizard Hat - Brown,166590918389523835961201952274725958992
Terrapin #08428,Blood Red - Big Moon,Lion,Knight Sword - Green,Suit and Tie,Grin,Bored ,Basketball,142256379805028812994212284616758502553
Terrapin #07170,Baby Blue,Frog,Steam Punk ,Steam Punk Shirt - Blue,Grin,Tweeker ,Lion Hat,310415078320406769810217733201887377765
Terrapin #03585,Mint,Common,Armoured ,Tuxedo,Grin,Steam Punk - Tweeker,Spiky  - Blonde,269283004785476677766576432140465704360
Terrapin #05552,Blue Grey,Geisha,Base ,Cloak - Black,Snarl,Tweeker ,Afro,322510558921894546375169551755044650366
Terrapin #06627,Baby Yellow,Luna,Base ,Steam Punk Shirt - Red,Dopey,Cyborg - Angry,Cheese Head,26881653831384622688814521543395913997
Terrapin #04714,Blue Grey,Common,Knight Sword - Green,Naked,Subtle Smile,Sunnies - Gun Metal,Spiky  - Blonde,121426008022631304788491701502339110879
Terrapin #07868,Neon Pink,Leopard Lion,Steam Punk ,Assassins Cloak - White,Dopey,Cyborg - Tweeker,Wizard Hat - Blue,182128707370965926659271240360549628292
Terrapin #09586,Mint,Luna, Cannon,Cloak - Blue,Monster,Tweeker ,Lion Hat,276116098487118087800150753897235362801
Terrapin #09815,Midnight Blue - Big Moon,Common,Base ,Naked,Dopey,Angry Tweeker ,Afro,115799228082364065322043017816223076351
Terrapin #01424,Purple,Common,Base ,Cloak - Black,Grin,Bored ,Mohawk - Black,297232406627418103291999124608356257516
Terrapin #00545,Blue Grey,Common,Knight Sword - Brown,Hawaiian Shirt - Watermelon,Dopey,Eyepatch - Bored,Dragon Hat - Green,100160375778440039936032838937921708238
Terrapin #06435,Steel Blue,Lion,Dragon Wings - Black,Leather Jacket - Black and White,Dopey - Vampire,Angry Tweeker ,Angel Halo,302704107364473040847261282008150796622
Terrapin #04803,Clouds,Teddy,Dragon Scale - Green,Leather Jacket - Black,Dopey - Drool,Closed ,Lion Hat,291666843360547068054524902039759503842
Terrapin #07718,Burnt Orange,Luna,Base ,Hawaiian Shirt - Watermelon,Ehh,Steam Punk - Bored,Afro,177108356396893553354845207828541319621
Terrapin #04251,Mint,Tiger Teddy,Base ,Leather Jacket - Black and White,Scream,Bored ,Mohawk - Black,235477541425726642712515204704010116741
Terrapin #06365,Early Light,Tiger,Dragon Wings - Black,Hawaiian Shirt - Watermelon,Grin - 5pm Shadow,Angry Tweeker ,Spiky  - Blonde,301605800571984029676144375265640419366
Terrapin #06651,Mint,Geisha,Dragon Scale - Purple,Naked,Ehh,Goggle Steam Punk,Penguin Hat,147194377323921704070043782553454246374
Terrapin #05346,Mint,Common,Base ,Hawaiian Shirt - Watermelon,Grin,Steam Punk - Tweeker - Purple,Dragon Hat - Purple,177915073590225236347719049338248811255
Terrapin #09668,Mint,Common,Dragon Scale - Green,Assassins Cloak - Black,Subtle Smile,Eyepatch - Bored,Assassins Cowl - Black,17011855492510379947687498150624783301
Terrapin #08587,Mint,Luna, Spikes,Naked,Grin - 5pm Shadow,Laser ,Wizard Hat - Brown,157378788651294223213525815368458759323
Terrapin #08371,Early Light,Lion,Base ,Naked,Subtle Smile,Cyborg - Angry,Cap - MIR,56296857940181106459419072327574711686
Terrapin #05122,Blue Grey,Lion,Armoured ,Orange Shirt,Ehh,Closed ,Red  with Horns,117088800833513050598957429927568736207
Terrapin #04256,Mint,Leopard Lion,Base ,Naked,Dopey,Bored ,Crown - Emerald,337895472073848008832658113332622339047
Terrapin #01201,Charcoal Full Moon,Chocolate,Dragon Wings - Green,Leather Jacket - Black,Scowl,Steam Punk - Tweeker,Penguin Hat,282489191557612358906453685150867092944
Terrapin #08516,Purple,Luna,Base ,Assassins Cloak - Black,Grin,Bored  - Shaved Brow,Spiky  - Brown,140950843585614064003478631359021923992
Terrapin #03036,Mint,Lion,Knight Sword - Green,Leather Jacket - Black and White,Snarl,Eyepatch - Angry,Unicorn,167315140522887562575878614759625310251
Terrapin #03208,Blood Red - Big Moon,Luna,Base ,Leather Jacket - Black,Scream,Tweeker ,Afro,98545274593739894811743691908197959450
Terrapin #01920,Purple,Lion,Steam Punk ,Cloak - Black,Grin,Tweeker ,Penguin Hat,274427027704797130562495440493811535563
Terrapin #01381,Mint,Black and Yellow,Base ,Hawaiian Shirt - Watermelon,Moustache,Tweeker ,Afro,311922757003531598543234138681777492906
Terrapin #02469,Baby Yellow,Common,Base ,Cloak - Black,Grin - Cigar,Bored ,Rainbow Cap,134119212686084352121213751558021572339
Terrapin #01708,Midnight Blue - Big Moon,Chocolate,Base ,Naked,Dopey - Drool,Steam Punk - Tweeker - Purple,Ramen,49415927896895244718572258728544148046
Terrapin #02228,Neon Pink,Lion,Dragon Wings - Green,Hawaiian Shirt - Watermelon,Grin - Cigar,Eyepatch - Bored,Crown - Emerald,173840402111743875691880792005025925188
Terrapin #07092,Baby Blue,Common,Dragon Scale - Green,Hawaiian Shirt - Watermelon,Snarl - Cigar,Cyborg - Tweeker,Cap - ANC,293363959572339032878705214196902800073
Terrapin #05705,Steel Blue,Dalmation,Base ,Naked,Ehh,Monocle - Bored ,Pylon Helmet,332159863711804827729158543279731882456
Terrapin #09708,Baby Blue,Zebra, Cannon,Orange Shirt,Scream,Bored  - Shaved Brow,Girls  - Pink,323251189907095858529411276471341900881
Terrapin #05030,Blue Grey,Lion, Spikes,Naked,Grin,Monocle - Bored ,Penguin Hat,99737431112507697057149456664056224500
Terrapin #04151,Charcoal Full Moon,Lion,Knight Sword - Brown,Orange Shirt,Grin,Monocle - Tweeker ,None,11630682458701978949519925665793578802
Terrapin #03705,Purple,Common, Spikes,Tuxedo,Grin,Sunnies - Gun Metal,Wizard Hat - Brown,202954658076542796182531809167736365491
Terrapin #03599,Purple,Common,Scythe,Tuxedo,Dopey,Monocle - Bored ,Dragon Hat - Red,36769467575903183514210718494450043549
Terrapin #02126,Early Light,Chocolate,Base ,Naked,Monster,Bored ,Lion Hat,29686047839739374604994425821877178349
Terrapin #09622,Purple,Lion,Steam Punk ,Naked,Grin,Anime  - Blue,Dragon Hat - Red,197669068334070096317702490718148093938
Terrapin #01842,Early Light,Lion,Knight Sword - Blue,Hawaiian Shirt - Pineapple,Grin,Steam Punk - Tweeker,Ramen,196612819336230833845673147360967182039
Terrapin #04401,Mint,Leopard Unicorn,Base ,Naked,Ehh,Sunnies - Gun Metal,Cap - MIR,244624380378080766887439455934144370376
Terrapin #08414,Blue Grey,Common,Base ,Naked,Beard,Tweeker ,Spiky  - Brown,132759469981182941404309632277277707806
Terrapin #01063,Purple,Common,Dragon Scale - Green,Naked,Beard,Steam Punk - Tweeker,Mop  Brown,261005589356672651813370022966410203677
Terrapin #04105,Neon Pink,Common, Spikes,Assassins Cloak - White,Subtle Smile,Goggle Steam Punk - Black,Unicorn,168534367028973006453666541252008225081
Terrapin #09158,Mint,Lion,Base ,Naked,Vampire,Cyborg - Bored,Top Hat - black,102823972438785263721298978297483101892
Terrapin #07268,Mint,Lion,Steam Punk ,Cloak - Blue,Subtle Smile,Sunnies - Gun Metal,Cap - ANC,145187825160327121395706268825517113837
Terrapin #02646,Steel Blue,Lion,Dragon Wings - Black,Steam Punk Shirt - Red,Terrorpin,Eyepatch - Tweeker,Wizard Hat - Brown,179118695039778978921372217685736991352
Terrapin #09477,Mint,Common,Dragon Scale - Green,Luna Jersey,Grin,Cyborg - Angry,None,123736957022542233393403936938378390735
Terrapin #05165,Blue Grey,Hellfire,Steam Punk ,Hawaiian Shirt - Watermelon,Dopey - Drool,Spectacles - Tortoise Shell,Basketball,4317875002335572632624341633854500616
Terrapin #07493,Mint,Luna,Base ,Luna Jersey,Grin - Cigar,Cyborg - Angry,Red  with Horns,123684162062884685185717480765241800612
Terrapin #02067,Purple,Geisha,Base ,Naked,Grin,Tweeker ,Pizza,191537953473314432565080407030086212524
Terrapin #06521,Mint,Teddy,Steam Punk ,Naked,Scowl,Monocle - Bored ,Mohawk - Black,96611502950750753142487497254536642290
Terrapin #06259,Midnight Blue - Big Moon,Common,Base ,Naked,Grin,Cyborg - Tweeker,Crown - Emerald,214408423043456900441092387210812569397
Terrapin #03588,Mint,Common,Base ,Naked,Ehh,Bored ,Mohawk - Black,116236980984509790807318972629699949566
Terrapin #09517,Purple,Hellfire,Base ,Naked,Grin,Cyborg - Angry,Cap - Pylon,141296092238112289165957683283109644691
Terrapin #05377,Blue Grey,Common,Angel Wings,Hawaiian Shirt - Pineapple,Snarl,Eyepatch - Bored,Unicorn,83447900658754595961369296609666787009
Terrapin #04921,Midnight Blue - Big Moon,Luna,Base ,Naked,Snarl,Laser ,Mohawk - Black,83906678287604996910831408173809524407
Terrapin #06798,Mint,Luna,Base ,Hawaiian Shirt - Watermelon,Snarl - Nose Ring,Bored ,Fried Egg,249006561265106938114307409619894612295
Terrapin #01931,Blue Grey,Common, Cannon,Naked,Beard,Steam Punk - Tweeker,Mohawk - Purple,59889085736463529837624105206266735127
Terrapin #09156,Purple,Black and Yellow,Dragon Wings - Green,Cloak - Blue,Grin,Tweeker ,Mohawk - Blue,338837818364986836262173237975583571396
Terrapin #03681,Mint,Leopard Lion, Cannon,Naked,Vampire,Tweeker ,Spiky  - Black,339242578380094783598294114046100823256
Terrapin #08285,Mint,Tiger,Dragon Wings - Black,Hawaiian Shirt - Watermelon,Dopey - Vampire,Monocle - Bored ,Cap - Luna,133858341677472223897156830113628086250
Terrapin #05120,Mint,Lion, Spikes,Leather Jacket - Black and White,Dopey,Bored ,Cap - MIR,65478042916887893719918145755172263816
Terrapin #08462,Blue Grey,Monochrome, Cannon,Cloak - Brown,Beard,Steam Punk - Bored,Afro,274469701257760468610687045217853508340
Terrapin #08471,Mint,Chocolate,Base ,Naked,Dopey,Tweeker ,None,93842507339005191119175634442840126536
Terrapin #08503,Burnt Orange,Common,Steam Punk ,Naked,Grin,Tweeker ,Mop  Brown,88356177125578827836431183387251797595
Terrapin #08661,Purple,Leopard Unicorn,Base ,Luna Shirt,Scream,Steam Punk - Bored,Cap - MIR,222754175616146979419760671312042729356
Terrapin #00673,Baby Yellow,Lion,Base ,Naked,Snarl,Cyborg - Tweeker,Wizard Hat - Brown,48187220739638348778321613777968744801
Terrapin #01058,Blue Grey,Common,Knight Sword - Blue,Hawaiian Shirt - Watermelon,Sad,Tweeker ,Cap - Pylon,231735999515941383226174091495054278289
Terrapin #08768,Blue Grey,Teddy,Base ,Hawaiian Shirt - Watermelon,Licky Licky,Spectacles - Tortoise Shell,Pirate Bandana,310738893200029273895593682754061437458
Terrapin #01718,Early Light,Common,Dragon Wings - Green,Cloak - Black,Bubblegum,Monocle - Tweeker ,Pirate Bandana,278418478914896161588195815775199435837
Terrapin #04481,Early Light,Tiger Teddy,Base ,Naked,Grin,Cyborg - Angry,Spiky  - Brown,86405031742596150763448018278873797822
Terrapin #02698,Mint,Geisha,Base ,Luna Jersey,Beard,Goggle Steam Punk,Mop  Brown,270688129187371169465705456744538369635
Terrapin #09059,Mint,Luna, Spikes,Luna Jersey,Scream,Cyborg - Bored,Cap - ANC,11954010217698476894916730253471686418
Terrapin #06926,Purple,Lion,Base ,Luna Jersey,Scowl,Bored ,Mop  Brown,65221732198777209687374751609111727452
Terrapin #05835,Lilac,Teddy,Base ,Cloak - Brown,Dopey,Tweeker ,Mohawk - Silver,182717464165935136748584551941776884010
Terrapin #02861,Blue Grey,Leopard Lion,Base ,Naked,Dopey,Steam Punk - Tweeker,Mop  Brown,247632391024970579282076011986483566737
Terrapin #08563,Charcoal Full Moon,Lion,Dragon Wings - Black,Orange Shirt,Vampire,Goggle Steam Punk,Devil Horns,184814417412557735418343165543677470872
Terrapin #02521,Baby Yellow,Common,Dragon Wings - Purple,Naked,Grin,Bored ,Cap - MIR,14774152768377930970132707684507360976
Terrapin #08615,Lilac,Lion,Base ,Naked,Monster,Cyborg - Angry,Terrorpin,98397417287405849142501867687587250448
Terrapin #01623,Early Light,Teddy,Base ,Naked,Monster,Tweeker ,Mohawk - Green,251437339684818077643591882709306054069
Terrapin #07337,Mint,Unicorn,Base ,Naked,Subtle Smile,Steam Punk - Bored,None,139159040620891395217906021083777244206
Terrapin #00944,Early Light,Zebra, Spikes,Naked,Ehh,Monocle - Bored ,Devil Horns,289746133100359042300511405078723673903
Terrapin #00916,Blue Grey,Lion,Knight Sword - Blue,Cloak - Brown,Ehh,Steam Punk - Angry,None,267443850914138771333174858505968130175
Terrapin #02676,Blood Red - Big Moon,Common, Spikes,Luna Shirt,Ehh,Eyepatch - Bored,Red  with Horns,68391901471592037623124325353792530244
Terrapin #02619,Mint,Common,Base ,Orange Shirt,Grin,Tweeker ,Unicorn,115131880473368216652110529080805686021
Terrapin #01773,Blue Grey,Teddy,Turtle Katana,Hawaiian Shirt - Watermelon,Dopey - Drool,Tweeker ,Mop  Brown,216743918566689158451718227806584567087
Terrapin #04623,Baby Yellow,Monochrome,Base ,Leather Jacket - Black and White,Dopey - Vampire,Monocle - Bored ,Mohawk - Black,40146953430511731452336814460242431666
Terrapin #05213,Blood Red - Big Moon,Geisha,Dragon Scale - Green,Cloak - Brown,Dopey,Steam Punk - Tweeker - Purple,Wizard Hat - Brown,338712286018812498507764807608463321876
Terrapin #01596,Baby Yellow,Luna,Knight Sword - Brown,Naked,Terrorpin,Monocle - Tweeker ,Rainbow Cap,14757830476583463805737076341279197331
Terrapin #09145,Steel Blue,Common,Base ,Naked,Scowl,Steam Punk - Tweeker - Purple,Spiky  - Brown,309652202010892013402653776254497488046
Terrapin #02206,Purple,Luna, Spikes,Naked,Grin,Bored ,Ramen,48820943640300427096271847613998385794
Terrapin #05604,Lilac,Leopard Unicorn,Dragon Wings - Red,Suit and Tie,Scowl,Steam Punk - Bored,Mohawk - Purple,26331176233178183500754497810179940105
Terrapin #05015,Steel Blue,Common,Angel Wings,Hawaiian Shirt - Watermelon,Dopey,Sunnies - Gun Metal,Cap - Luna,314892520520601682986005494618896480356
Terrapin #08311,Steel Blue,Chocolate,Base ,Naked,Sad,Sunnies - Gun Metal,Devil Horns,206708857549774417508497803565722774904
Terrapin #03158,Burnt Orange,Lion,Diamond Back,Hawaiian Shirt - Pineapple,Dopey,Tweeker ,Mohawk - Purple,305676481739049635912374196115852999382
Terrapin #08340,Early Light,Luna,Dragon Wings - Black,Naked,Ehh,Monocle - Tweeker ,Rainbow Cap,143377690455893948180688898490695868558
Terrapin #01911,Mint,Zebra,Base ,Orange Shirt,Grin - 5pm Shadow,Angry Tweeker ,Mohawk - Purple,169364814289536630580349671050130957115
Terrapin #04649,Mint,Chocolate,Base ,Tuxedo,Sad,Angry Tweeker ,Bonnett,279758696364251489945882379756980365393
Terrapin #02918,Blue Grey,Lion,Knight Sword - Green,Hawaiian Shirt - Watermelon,Dopey - Vampire,Closed ,Crown - Emerald,73738035087153035614941259516317548406
Terrapin #03355,Lilac,Black and Yellow,Knight Sword - Red,Naked,Ehh,Cyborg - Angry Clown,Girls  - Pink,292698238039787815960795163587784481014
Terrapin #09980,Early Light,Common,Base ,Naked,Grin - Cigar,Steam Punk - Bored,None,277325281490079189140518947621890928205
Terrapin #03632,Baby Yellow,Geisha,Base ,Hawaiian Shirt - Watermelon,Snarl - Nose Ring,Steam Punk - Angry,Top Hat - Steam Punk,212952228524388669605122892953738188351
Terrapin #07594,Mint,Hellfire,Knight Sword - Brown,Naked,Ehh,Steam Punk - Tweeker,None,11499023974530455905181962386624200277
Terrapin #04153,Steel Blue,Tiger Teddy,Base ,Naked,Dopey,Bored ,Cap - Luna,152043903582274108424556146489770657040
Terrapin #02334,Blue Grey,Luna,Dragon Wings - Purple,Orange Shirt,Monster,Sunnies - Gun Metal,Cap - Luna,155116908661384327430004839120550895216
Terrapin #07225,Lilac,Common, Spikes,Leather Jacket - Black and White,Monster,Sunnies - Gun Metal,Cheese Head,197248517600675047719359699957525886487
Terrapin #06868,Steel Blue,Common,Base ,Naked,Snarl - Nose Ring,Eyepatch - Tweeker,None,152311838709534112235445204308313310596
Terrapin #00964,Lilac,Common,Base ,Naked,Scream,Tweeker ,Bowler Hat,131975902153069044455076175121071904410
Terrapin #08372,Steel Blue,Common,Base ,Naked,Monster,Goggle Steam Punk,Crown - Sapphire,22032584177121872083498625844278038263
Terrapin #09656,Mint,Geisha,Base ,Naked,Grin - Cigar,Sunnies - Gun Metal,Spiky  - Blonde,273940784379809339845162289529142320580
Terrapin #06027,Mint,Tiger,Base ,Cloak - Brown,Ehh,Cyborg - Angry,Spiky  - Blonde,276614467412166463420679343938786012804
Terrapin #07060,Blue Grey,Geisha,Base ,Naked,Grin,Anime  - Blue,Wizard Hat - Blue,275495061609971212082462318728785021393
Terrapin #04517,Early Light,Common,Dragon Scale - Green,Naked,Sad,Monocle - Tweeker ,Fried Egg,95391558618783175584631528232991177660
Terrapin #08601,Neon Pink,Leopard Unicorn,Base ,Naked,Grin - Cigar,Tweeker ,Spiky  - Brown,302528231502839044383194745517260367826
Terrapin #06817,Neon Pink,Common,Base ,Cloak - Black,Snarl - Nose Ring,Cyborg - Bored,Spiky  - Black,306270738645280123443503421029453837197
Terrapin #01030,Blue Grey,Monochrome, Spikes,Leather Jacket - Black,Snarl,Bored ,Terrorpin,197907262093048897792954851850463080024
Terrapin #02289,Midnight Blue - Big Moon,Leopard Unicorn,Base ,Hawaiian Shirt - Watermelon,Ehh,Monocle - Bored ,Mohawk - Black,161541417796945863432330220277101855374
